"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"United Kingdom (UK)","16.12.2023 04:00 - 16.12.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","446"
"United Kingdom (UK)","16.12.2023 04:30 - 16.12.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","525"
"United Kingdom (UK)","16.12.2023 05:00 - 16.12.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","619"
"United Kingdom (UK)","16.12.2023 05:30 - 16.12.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","588"
"United Kingdom (UK)","16.12.2023 06:00 - 16.12.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","584"
"United Kingdom (UK)","16.12.2023 06:30 - 16.12.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","228","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","562"
"United Kingdom (UK)","16.12.2023 07:00 - 16.12.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","225","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","624"
"United Kingdom (UK)","16.12.2023 07:30 - 16.12.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","622"
"United Kingdom (UK)","16.12.2023 08:00 - 16.12.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","622"
"United Kingdom (UK)","16.12.2023 08:30 - 16.12.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","626"
"United Kingdom (UK)","16.12.2023 09:00 - 16.12.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","623"
"United Kingdom (UK)","16.12.2023 09:30 - 16.12.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","600"
"United Kingdom (UK)","16.12.2023 10:00 - 16.12.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","500"
"United Kingdom (UK)","16.12.2023 10:30 - 16.12.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","228","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","336"
"United Kingdom (UK)","16.12.2023 11:00 - 16.12.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","287"
"United Kingdom (UK)","16.12.2023 11:30 - 16.12.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","286"
"United Kingdom (UK)","16.12.2023 12:00 - 16.12.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","334"
"United Kingdom (UK)","16.12.2023 12:30 - 16.12.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","294"
"United Kingdom (UK)","16.12.2023 13:00 - 16.12.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","234","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","320"
"United Kingdom (UK)","16.12.2023 13:30 - 16.12.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","330"
"United Kingdom (UK)","16.12.2023 14:00 - 16.12.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","331"
"United Kingdom (UK)","16.12.2023 14:30 - 16.12.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","332"
"United Kingdom (UK)","16.12.2023 15:00 - 16.12.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","333"
"United Kingdom (UK)","16.12.2023 15:30 - 16.12.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","288"
"United Kingdom (UK)","16.12.2023 16:00 - 16.12.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","230","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","335"
"United Kingdom (UK)","16.12.2023 16:30 - 16.12.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","229","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","332"
"United Kingdom (UK)","16.12.2023 17:00 - 16.12.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","405"
"United Kingdom (UK)","16.12.2023 17:30 - 16.12.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","429"
"United Kingdom (UK)","16.12.2023 18:00 - 16.12.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","460"
"United Kingdom (UK)","16.12.2023 18:30 - 16.12.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","493"
"United Kingdom (UK)","16.12.2023 19:00 - 16.12.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","229","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","447"
"United Kingdom (UK)","16.12.2023 19:30 - 16.12.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","407"
"United Kingdom (UK)","16.12.2023 20:00 - 16.12.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","342"
"United Kingdom (UK)","16.12.2023 20:30 - 16.12.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","445"
"United Kingdom (UK)","16.12.2023 21:00 - 16.12.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","443"
"United Kingdom (UK)","16.12.2023 21:30 - 16.12.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","225","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","549"
"United Kingdom (UK)","16.12.2023 22:00 - 16.12.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","623"
"United Kingdom (UK)","16.12.2023 22:30 - 16.12.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","673"
"United Kingdom (UK)","16.12.2023 23:00 - 16.12.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","684"
"United Kingdom (UK)","16.12.2023 23:30 - 17.12.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","605"
"United Kingdom (UK)","17.12.2023 00:00 - 17.12.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","597"
"United Kingdom (UK)","17.12.2023 00:30 - 17.12.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","600"
"United Kingdom (UK)","17.12.2023 01:00 - 17.12.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","661"
"United Kingdom (UK)","17.12.2023 01:30 - 17.12.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","656"
"United Kingdom (UK)","17.12.2023 02:00 - 17.12.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","661"
"United Kingdom (UK)","17.12.2023 02:30 - 17.12.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","665"
"United Kingdom (UK)","17.12.2023 03:00 - 17.12.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","227","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","653"
"United Kingdom (UK)","17.12.2023 03:30 - 17.12.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","656"
"United Kingdom (UK)","17.12.2023 04:00 - 17.12.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","656"
"United Kingdom (UK)","17.12.2023 04:30 - 17.12.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","658"
"United Kingdom (UK)","17.12.2023 05:00 - 17.12.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","656"
"United Kingdom (UK)","17.12.2023 05:30 - 17.12.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","667"
"United Kingdom (UK)","17.12.2023 06:00 - 17.12.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","670"
"United Kingdom (UK)","17.12.2023 06:30 - 17.12.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","603"
"United Kingdom (UK)","17.12.2023 07:00 - 17.12.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","225","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","599"
"United Kingdom (UK)","17.12.2023 07:30 - 17.12.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","225","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","626"
"United Kingdom (UK)","17.12.2023 08:00 - 17.12.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","735"
"United Kingdom (UK)","17.12.2023 08:30 - 17.12.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","818"
"United Kingdom (UK)","17.12.2023 09:00 - 17.12.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","818"
"United Kingdom (UK)","17.12.2023 09:30 - 17.12.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","819"
"United Kingdom (UK)","17.12.2023 10:00 - 17.12.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","750"
"United Kingdom (UK)","17.12.2023 10:30 - 17.12.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","229","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","752"
"United Kingdom (UK)","17.12.2023 11:00 - 17.12.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","746"
"United Kingdom (UK)","17.12.2023 11:30 - 17.12.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","745"
"United Kingdom (UK)","17.12.2023 12:00 - 17.12.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","732"
"United Kingdom (UK)","17.12.2023 12:30 - 17.12.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","444"
"United Kingdom (UK)","17.12.2023 13:00 - 17.12.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","359"
"United Kingdom (UK)","17.12.2023 13:30 - 17.12.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","350"
"United Kingdom (UK)","17.12.2023 14:00 - 17.12.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","348"
"United Kingdom (UK)","17.12.2023 14:30 - 17.12.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","354"
"United Kingdom (UK)","17.12.2023 15:00 - 17.12.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","339"
"United Kingdom (UK)","17.12.2023 15:30 - 17.12.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","342"
"United Kingdom (UK)","17.12.2023 16:00 - 17.12.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","337"
"United Kingdom (UK)","17.12.2023 16:30 - 17.12.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","363"
"United Kingdom (UK)","17.12.2023 17:00 - 17.12.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","438"
"United Kingdom (UK)","17.12.2023 17:30 - 17.12.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","463"
"United Kingdom (UK)","17.12.2023 18:00 - 17.12.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","467"
"United Kingdom (UK)","17.12.2023 18:30 - 17.12.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","467"
"United Kingdom (UK)","17.12.2023 19:00 - 17.12.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","506"
"United Kingdom (UK)","17.12.2023 19:30 - 17.12.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","472"
"United Kingdom (UK)","17.12.2023 20:00 - 17.12.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","424"
"United Kingdom (UK)","17.12.2023 20:30 - 17.12.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","466"
"United Kingdom (UK)","17.12.2023 21:00 - 17.12.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","437"
"United Kingdom (UK)","17.12.2023 21:30 - 17.12.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","374"
"United Kingdom (UK)","17.12.2023 22:00 - 17.12.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","405"
"United Kingdom (UK)","17.12.2023 22:30 - 17.12.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","342"
"United Kingdom (UK)","17.12.2023 23:00 - 17.12.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","296"
"United Kingdom (UK)","17.12.2023 23:30 - 18.12.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","247"
"United Kingdom (UK)","18.12.2023 00:00 - 18.12.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","206"
"United Kingdom (UK)","18.12.2023 00:30 - 18.12.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","205"
"United Kingdom (UK)","18.12.2023 01:00 - 18.12.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","168"
"United Kingdom (UK)","18.12.2023 01:30 - 18.12.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","128"
"United Kingdom (UK)","18.12.2023 02:00 - 18.12.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","129"
"United Kingdom (UK)","18.12.2023 02:30 - 18.12.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","229","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","104"
"United Kingdom (UK)","18.12.2023 03:00 - 18.12.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","228","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","101"
"United Kingdom (UK)","18.12.2023 03:30 - 18.12.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","101"
"United Kingdom (UK)","18.12.2023 04:00 - 18.12.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","101"
"United Kingdom (UK)","18.12.2023 04:30 - 18.12.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","103"
"United Kingdom (UK)","18.12.2023 05:00 - 18.12.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","98"
"United Kingdom (UK)","18.12.2023 05:30 - 18.12.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","95"
"United Kingdom (UK)","18.12.2023 06:00 - 18.12.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","98"
"United Kingdom (UK)","18.12.2023 06:30 - 18.12.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","95"
"United Kingdom (UK)","18.12.2023 07:00 - 18.12.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","230"
"United Kingdom (UK)","18.12.2023 07:30 - 18.12.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","338"
"United Kingdom (UK)","18.12.2023 08:00 - 18.12.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","292"
"United Kingdom (UK)","18.12.2023 08:30 - 18.12.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","237","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","343"
"United Kingdom (UK)","18.12.2023 09:00 - 18.12.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","252","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","323"
"United Kingdom (UK)","18.12.2023 09:30 - 18.12.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","280","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","277"
"United Kingdom (UK)","18.12.2023 10:00 - 18.12.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","282","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","265"
