"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"United Kingdom (UK)","18.12.2023 10:30 - 18.12.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","283","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","290"
"United Kingdom (UK)","18.12.2023 11:00 - 18.12.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","290","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","275"
"United Kingdom (UK)","18.12.2023 11:30 - 18.12.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","279","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","300"
"United Kingdom (UK)","18.12.2023 12:00 - 18.12.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","285","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","328"
"United Kingdom (UK)","18.12.2023 12:30 - 18.12.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","283","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","368"
"United Kingdom (UK)","18.12.2023 13:00 - 18.12.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","288","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","n/e","n/e","n/e","n/e","393"
"United Kingdom (UK)","18.12.2023 13:30 - 18.12.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","290","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","401"
"United Kingdom (UK)","18.12.2023 14:00 - 18.12.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","287","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","459"
"United Kingdom (UK)","18.12.2023 14:30 - 18.12.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","255","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","487"
"United Kingdom (UK)","18.12.2023 15:00 - 18.12.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","268","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","477"
"United Kingdom (UK)","18.12.2023 15:30 - 18.12.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","266","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","434"
"United Kingdom (UK)","18.12.2023 16:00 - 18.12.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","279","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","457"
"United Kingdom (UK)","18.12.2023 16:30 - 18.12.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","309","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","398"
"United Kingdom (UK)","18.12.2023 17:00 - 18.12.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","321","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","436"
"United Kingdom (UK)","18.12.2023 17:30 - 18.12.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","349","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","428"
"United Kingdom (UK)","18.12.2023 18:00 - 18.12.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","359","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","367"
"United Kingdom (UK)","18.12.2023 18:30 - 18.12.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","354","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","347"
"United Kingdom (UK)","18.12.2023 19:00 - 18.12.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","343","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","335"
"United Kingdom (UK)","18.12.2023 19:30 - 18.12.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","340","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","314"
"United Kingdom (UK)","18.12.2023 20:00 - 18.12.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","352","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","301"
"United Kingdom (UK)","18.12.2023 20:30 - 18.12.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","349","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","243"
"United Kingdom (UK)","18.12.2023 21:00 - 18.12.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","296","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","198"
"United Kingdom (UK)","18.12.2023 21:30 - 18.12.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","307","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","177"
"United Kingdom (UK)","18.12.2023 22:00 - 18.12.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","307","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","165"
"United Kingdom (UK)","18.12.2023 22:30 - 18.12.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","285","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","149"
"United Kingdom (UK)","18.12.2023 23:00 - 18.12.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","272","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","177"
"United Kingdom (UK)","18.12.2023 23:30 - 19.12.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","275","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","152"
"United Kingdom (UK)","19.12.2023 00:00 - 19.12.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","286","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","163"
"United Kingdom (UK)","19.12.2023 00:30 - 19.12.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","264","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","204"
"United Kingdom (UK)","19.12.2023 01:00 - 19.12.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","225","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","177"
"United Kingdom (UK)","19.12.2023 01:30 - 19.12.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","147"
"United Kingdom (UK)","19.12.2023 02:00 - 19.12.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","161"
"United Kingdom (UK)","19.12.2023 02:30 - 19.12.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","166"
"United Kingdom (UK)","19.12.2023 03:00 - 19.12.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","191"
"United Kingdom (UK)","19.12.2023 03:30 - 19.12.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","212"
"United Kingdom (UK)","19.12.2023 04:00 - 19.12.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","225","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","154"
"United Kingdom (UK)","19.12.2023 04:30 - 19.12.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","152"
"United Kingdom (UK)","19.12.2023 05:00 - 19.12.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","158"
"United Kingdom (UK)","19.12.2023 05:30 - 19.12.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","157"
"United Kingdom (UK)","19.12.2023 06:00 - 19.12.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","229","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","162"
"United Kingdom (UK)","19.12.2023 06:30 - 19.12.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","214","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","170"
"United Kingdom (UK)","19.12.2023 07:00 - 19.12.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","423"
"United Kingdom (UK)","19.12.2023 07:30 - 19.12.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","386"
"United Kingdom (UK)","19.12.2023 08:00 - 19.12.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","346"
"United Kingdom (UK)","19.12.2023 08:30 - 19.12.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","213","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","330"
"United Kingdom (UK)","19.12.2023 09:00 - 19.12.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","374"
"United Kingdom (UK)","19.12.2023 09:30 - 19.12.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","228","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","412"
"United Kingdom (UK)","19.12.2023 10:00 - 19.12.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","554"
"United Kingdom (UK)","19.12.2023 10:30 - 19.12.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","471"
"United Kingdom (UK)","19.12.2023 11:00 - 19.12.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","492"
"United Kingdom (UK)","19.12.2023 11:30 - 19.12.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","490"
"United Kingdom (UK)","19.12.2023 12:00 - 19.12.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","217","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","523"
"United Kingdom (UK)","19.12.2023 12:30 - 19.12.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","227","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","516"
"United Kingdom (UK)","19.12.2023 13:00 - 19.12.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","518"
"United Kingdom (UK)","19.12.2023 13:30 - 19.12.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","575"
"United Kingdom (UK)","19.12.2023 14:00 - 19.12.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","659"
"United Kingdom (UK)","19.12.2023 14:30 - 19.12.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","655"
"United Kingdom (UK)","19.12.2023 15:00 - 19.12.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","746"
"United Kingdom (UK)","19.12.2023 15:30 - 19.12.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","718"
"United Kingdom (UK)","19.12.2023 16:00 - 19.12.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","232","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","769"
"United Kingdom (UK)","19.12.2023 16:30 - 19.12.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","719"
"United Kingdom (UK)","19.12.2023 17:00 - 19.12.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","715"
"United Kingdom (UK)","19.12.2023 17:30 - 19.12.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","231","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","650"
"United Kingdom (UK)","19.12.2023 18:00 - 19.12.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","681"
"United Kingdom (UK)","19.12.2023 18:30 - 19.12.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","657"
"United Kingdom (UK)","19.12.2023 19:00 - 19.12.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","229","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","697"
"United Kingdom (UK)","19.12.2023 19:30 - 19.12.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","750"
"United Kingdom (UK)","19.12.2023 20:00 - 19.12.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","767"
"United Kingdom (UK)","19.12.2023 20:30 - 19.12.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","210","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","646"
"United Kingdom (UK)","19.12.2023 21:00 - 19.12.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","584"
"United Kingdom (UK)","19.12.2023 21:30 - 19.12.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","614"
"United Kingdom (UK)","19.12.2023 22:00 - 19.12.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","214","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","617"
"United Kingdom (UK)","19.12.2023 22:30 - 19.12.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","214","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","539"
"United Kingdom (UK)","19.12.2023 23:00 - 19.12.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","492"
"United Kingdom (UK)","19.12.2023 23:30 - 20.12.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","215","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","498"
"United Kingdom (UK)","20.12.2023 00:00 - 20.12.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","497"
"United Kingdom (UK)","20.12.2023 00:30 - 20.12.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","499"
"United Kingdom (UK)","20.12.2023 01:00 - 20.12.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","497"
"United Kingdom (UK)","20.12.2023 01:30 - 20.12.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","526"
"United Kingdom (UK)","20.12.2023 02:00 - 20.12.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","222","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","729"
"United Kingdom (UK)","20.12.2023 02:30 - 20.12.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","617"
"United Kingdom (UK)","20.12.2023 03:00 - 20.12.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","637"
"United Kingdom (UK)","20.12.2023 03:30 - 20.12.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","622"
"United Kingdom (UK)","20.12.2023 04:00 - 20.12.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","618"
"United Kingdom (UK)","20.12.2023 04:30 - 20.12.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","604"
"United Kingdom (UK)","20.12.2023 05:00 - 20.12.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","224","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","613"
"United Kingdom (UK)","20.12.2023 05:30 - 20.12.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","618"
"United Kingdom (UK)","20.12.2023 06:00 - 20.12.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","546"
"United Kingdom (UK)","20.12.2023 06:30 - 20.12.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","541"
"United Kingdom (UK)","20.12.2023 07:00 - 20.12.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","553"
"United Kingdom (UK)","20.12.2023 07:30 - 20.12.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","612"
"United Kingdom (UK)","20.12.2023 08:00 - 20.12.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","616"
"United Kingdom (UK)","20.12.2023 08:30 - 20.12.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","615"
"United Kingdom (UK)","20.12.2023 09:00 - 20.12.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","617"
"United Kingdom (UK)","20.12.2023 09:30 - 20.12.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","617"
"United Kingdom (UK)","20.12.2023 10:00 - 20.12.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","512"
"United Kingdom (UK)","20.12.2023 10:30 - 20.12.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","511"
"United Kingdom (UK)","20.12.2023 11:00 - 20.12.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","504"
"United Kingdom (UK)","20.12.2023 11:30 - 20.12.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","514"
"United Kingdom (UK)","20.12.2023 12:00 - 20.12.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","511"
"United Kingdom (UK)","20.12.2023 12:30 - 20.12.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","511"
"United Kingdom (UK)","20.12.2023 13:00 - 20.12.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","226","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","561"
"United Kingdom (UK)","20.12.2023 13:30 - 20.12.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","223","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","561"
"United Kingdom (UK)","20.12.2023 14:00 - 20.12.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","221","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","549"
"United Kingdom (UK)","20.12.2023 14:30 - 20.12.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","218","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","560"
"United Kingdom (UK)","20.12.2023 15:00 - 20.12.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","220","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","556"
"United Kingdom (UK)","20.12.2023 15:30 - 20.12.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","216","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","548"
"United Kingdom (UK)","20.12.2023 16:00 - 20.12.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","551"
"United Kingdom (UK)","20.12.2023 16:30 - 20.12.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","219","0","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","567"
